text,status
ภูมิต้านทานหนังหวีดๆ ต่ำ ไม่ค่อยชอบดูหนังสยองๆ แต่ละซีนหลอนๆ ตกใจทีเก้าอี้หงายไปสามบ้านแปดบ้าน เผลออุทานเหี้ยก็บ่อยๆ,0
อีห่าเบื่อจริงๆโทรไปไม่รับเนี่ย เรื่องด่วนก็ด่วน มีโทรศัพท์ไว้ทำห่าอะไร ถ้ามันจะกดรับยากขนาดนั้นเอาทุบหัวตัวเองตายไปอีควัย,1
อะไรคือมั่นหน้าหาวาเขาก๊อปมึงวะ นี่ก็เห็นใช้ดิสด้วยกันมาเป็นแพคตลอดตั้งแต่ก่อนมึงมาอีก ปัญญาอ่อน,1
ขยะอย่างมึงอย่ามีหน้ากลับมาหาเพื่อนกูอีกนะไอ้สัสนรกไอเดนเปรต ขอให้ชาตินี้มึงอย่ามีเลยความสุขอ่ะ,1
นี่แกะรูปพี่ยงมาจากคลิปกากๆเลยนะ,0
ตอแหลไม่เก่งคะ ถ้าเกลียดคือจะไม่ยุ่งด้วยเลย เข้าใจตรงกันนะ,0
กูอยากเดินออกมาจากจุดนั้นเลยหว่ะ อีเหี้ยแม่วพูดได้ส้นตีนมาก,1
กูไม่ได้ใจกว้างขนาดนั้นนะไอ้สัด,1
ทำตัวขวางโลกอยู่ได้ เดินตามทางของตัวเองไปอย่ามาเบียดเบียนคนอื่น นังพวกเสนียด,1
ไอสัดโหนกแก้มกระแทกประตู,0
พวกไพร่ที่แท้ แดกกาแฟดำออฟฟิศฟรี เป็นที่ยอมรับ,1
จะผิดไหม ถ้าเราจะใช้พื่นที่ตรงนี้ระบายความในใจว่า ลุงหอก ก่อนห่วงเรื่องประเทศมีหน้ามีตามีศักดิ์ศรี ช่วยทำให้ประชาชนอยู่ดีกินดีก่อนได้ไหม,1
ไม่อยากเป็นทหาร แล้วมึงเป็นทำไมล่ะครับ ถ้าไม่อยากเป็นจริงๆ มึงก็บอกพ่อมึงตั้งแต่แรกเลยสิ ไอ้หอก URL,1
สังคมตอแหลจริงๆ คนดีๆแบบกูจะอยู่ได้ไง,0
พอเปรตมาเสียงนี่มาเป็นเสียงแว๊นรถ,1
อันนี้ไม่ขอพูดถึงนโยบายของรัฐบาล เพราะทุกคนรู้ว่ามันห่วยแตกเนอะ เอาทหารมาบริหารประเทศ ก็ได้แค่นี้แหละ ตามเวรตามกรรม ไม่มีความสามารถ,1
ผญแบบมึง เพื่อนกูไม่ชอบหรอก ชอบหาเรื่องชาวบ้าน ด่ากะหรี่ไปทั่ว มึงนี่ยิ่งกว่ากะหรี่,1
เพิ่งนึกได้ วันนี้มีฉีดปลวกที่ห้อง เวรกำ ยังไม่ได้นอนเลย,0
อย่าเรียกว่าสถุล เรียกว่าสนิทกันมากขึ้นดีกว่า URL,0
สารเลว ชั่ว ไม่รู้จะสรรหาคำไหนมาด่าให้สาสม ออกไปจากชีวิตกู ออกไปจากหัวใจกูสักที คนเลว,1
เกลียดเวลามาเที่ยวแล้วเจอเด็กเปรต พ่อแม่ไม่ดุด้วย อย่ามาเล่นเลอะเทอะถึงโต๊ะดิฉันเชียวนะ กูด่าลืมทางกลับบ้านเลยนะคะ,1
เอาตรงๆนะ ทั้งชีวิตติ่งไม่เคยได้สิทธ์หอกอะไรกับเค้าเลย กุผิดเอง กุมันคนบาป T T,0
ความชั่วของคนอื่นมีมาก หากมีคนมาถามก็ไม่พูดหรือพูดน้อย ความดีของคนอื่นมีน้อย หากมีผู้มาถามก็พูดให้มาก,0
พาดหัวข่าวไพร่มาก ดูสถุน ไม่ให้เกียรติคนอื่น พาดให้ดีกว่านี้ไม่ได้เเล้วหรอ เห็นเเต่ข่าวตัวเองต้องดัง เลว,1
อีดอก เขามีแฟนแล้วจริงด้วย ดีนะตอนนี้ยังแค่วี๊ดเฉยๆ โอ้ย,0
เอาสนตีนปิดตา หรา ถึงแยกไม่ออก ต่ำ,1
คนนั้นต้องใจเหี้ยขนาดไหนถึงคิดแบบนั้นได้วะ ความคิดต่ำเว่อร์ แบบเกิดเป็นคนมึงคิดได้แค่นี้หรอ แถมหน้าด้านเหมือนส้นตีนไปอีก,1
อีผีเปรตเป้นไข้เลือดออกตายห่า,1
ก็อย่างว่าแหละ คนพวกเดียวกัน มันก็อยู่ด้วยกันได้ไง ตอแหล ไร้สาระเหมือนกันไง,0
อีเหี้ย มีประโยชน์และจัญไรไปพร้อมๆกัน URL,1
เป็นคนโง่อะสัด ไม่ใช่ว่าเห้ยจะพูดแบบนี้ทำไม อีสัดกุโง่ก็คือกุโง่ ไม่ได้มาถ่อมตัวใดๆ,1
ไม่ชอบประโยคที่ว่า ถ้าเราดีเขาจะไปมีคนอื่นหรอ เอ้าอีเวร ก็ถ้ากูดีแล้วมันเหี้ยหล่ะ แฟนไม่ดีก็เลิกแล้วค่อยเริ่มใหม่สิจ้ะ อย่าอ้างเยอะ,0
สั่งของไปนานแล้วนะแต่ยังไม่เห็นเลขแทรคกิ้ง อิดอกร้านก็ใหญ่คนก็ซื้อเยอะแต่เสือกไม่ส่งของให้กู ว้อทท อย่าให้กูแหก,1
เอ้า ทีตอนตัวเองแซะๆด่าๆ ใช้คำหยาบคายล่ะ พอแบบนี้ทำมาเป็นบอกให้ด่าพอประมาณ โอ้ย ปัญญาอ่อน,1
ที่ไฟดับวันนี้เพื่อนต้องแช่งกูแน่ๆที่เบี้ยวนัด,0
ถ้ากะหรี่จะได้กับแมงดา แล้วเราคิดว่าเราดีกว่า ก็ไม่เห็นจะเดือดร้อน,0
เดียวนี้สมัครงานดูภาษาค่า ซึ่งนี่โง่มาก สมัครทีลำบากโครตๆ,0
ที่จริงตั้งใจจะขู่ชาวบ้านไม่ให้ลงไปกรุงเทพฯวันที่ นี้ เค้าลงจริงมึงจะยิงหัวเค้าหรือไง ไอ้ขยะ สันดานจริงๆไอ้พวกทหารเนรคุณ,1
อุบาดชาติชั่วที่สุดต่ำตม URL,1
ก็จะเป็นครประเภทแถๆถูกปะ อีสัส อ่านแล้วปวดประสาท มีการ์ดใหม่ๆจนตามไม่ทัน รู้อยู่แก่ใจอ่ะ แต่ไม่รู้หรอกอะไรผิดอะไรถูก ไม่งั้นคงอายไปแล้ว,1
แล้วกูจะอวยจะดีใจอะไรมันก็เรื่องของกูอะ เป็นไรมาเสือก ไปดีใจบนหัวมึงหรออีเวร สันดานและแอทติจูดอุบาทว์มาก เวทนา,1
พรีเซ้นต์เสร้จหนึ่งงานก็ต้องรีบทำพรีเซ้นต์วิชาอื่นต่อไปเรื่อยๆ วนไปแบบนี้ เฮ้อ วงจรอุบาทว์,0
มาทำให้โมโห อยากมีประเด็นนักนะสัด,1
เกลียดคนทำงานที่พอลูกค้ามีปัญหาแล้วก็ไม่ช่วยเค้าอ่ะ ถือว่าไม่ใช่เรื่องตัวเองงี้ งานก็ว่างทั้งวัน อีควาย เค้าจ้างมาทำงาน ทำงานบ้าง,1
เจอข่าวรัฐบาลสั่งลดประชากรสุนัขจรจัด ด้วยการวางยาเบื่อโคตรในโคตรเหี้ย,1
หมดเวรหมดกรรมต่อกันเสียที ต่อจากนี้อย่าพบอย่าเจอกันอีกเลย คนเลวๆกับอดีตที่โคตรเลวร้าย,0
สันดารเลวจริงๆนะอีพวกเปิดเพลงดัง บ้านแปดบ้าน นี่ก็อยู่ในดงในป่าคิดว่าจะสงบ ยังต้องมาทนฟังเมิงอีกเหรอ หนีไม่พ้นซักที สถุลจริง,1
ด้วยดวงที่น่าจะอุบาทว์ทั้งหมดที่มี เชื่อว่าต้องมีอย่างใดอย่างนึงหมด รอไปจ้า,0
ก็เพราะอย่างนี้งัย มันถึงเป็นได้แค่กะหรี่ แค่ดูการตอบก็พอละ ไม่ต้องมาบอกหรอกว่าตัวเองเป็นกะหรี่ชั้นสูง,1
ทุกวันนี้ชีวิตต้องตอแหลว่ามีความสุข,0
หลอกขายของปลอมคนอื่นแล้วยังนิ่ง หน้าด้านไปป่าว,1
อย่าเรียกผู้ชายที่เกาะผู้หญิงกินว่าแมงดา ให้เรียกเขาว่าผู้ชายที่ไม่มีปัญญาทำมาหาแดก,1
มันคือเรื่องของมารยาทและการให้เกียรติอะถูกปะ ใช้ชื่อวงโปรโมท เชิญไป อัดล่วงหน้า พอมาถึงวันนี้คุณตัดวงเราออก ต้องสันดานขนาดไหน,1
บิ๊กป๊อกไม่กล้าย้ายผู้ว่าชลฯเข้ากรุ กลัวเป็นเสนียดกระทรวงหรือไร,1
กูเกลียดมึงอีดอก สัสเหี้ย,1
เจาะหูกับกวนส้นตีนคนอื่นเป็นเรื่องที่ผมห้ามตัวเองไม่ได้จริงๆ,0
เกาหลีหนาวอะตอนนี้ หนาวจนต้องใส่ยีนส์นอนเพราะมันอุ่น เปรตมาก,0
ผัดผงกะหรี่ หมูสามชั้นทอด กะหรี่ชั้นสาม,0
เผาพริกเผาเกลือสาปแช่งให้แม่งพิการปางตายซ่ะดีไหม หรือจะให้กูเล่นมึงจนพิการเอง ไม่จบไม่สิ้นรังควานครอบครัวกูอยู่ได้ อย่าให้มากนักนะไอสัสแก่,1
สัส โทรหาศูนย์ก็ไม่รับ ดอกหอย,1
ถ้านึกภาพ ทรราช ว่าต้องเลวระดับไหนไม่ออก ให้นึกถึง รวมความเลวทุกระดับประทับใจควายแดงจริงๆ,1
คุณพ่อรู้ดี รู้ทุกเรื่อง แต่ไม่รู้ราคายาง ไอ้หน้าด้าน URL,1
จะสระผมแต่แชมพูหมด แล้วผมกูเปียกไปแล้ว ความเหี้ยที่แท้ทรู,0
หล่อแต่ปากหมาก็ไม่มีใครเอามาทำผัวหรอกค่ะ,0
ไม่จำเป็นที่จะต้องการความรัก จากควายอย่างมึง ไอ้แมงดา,1
ได้ยินชื่อมึงก็ขยะแขยงแล้วอ่ะ ไม่อยากให้คนดีๆไปเปื้อนเสนียดของมึงเลย,1
เห็นโฉมหน้ากรรมการยุทธศาสตร์ชาติแต่ละคนแล้ว เฮ้อ แล้วแต่เวรแต่กรรมแล้วกันประเทศไทย,1
เวรกรรมอะไรทำไมต้องมาจำโครงสร้างแบบนี้ ทฤษฎีก้ไม่ได้ โครงสร้างอย่าหวังเลยเพ่,0
ผู้มีอารยะจะไม่ยกตนว่าเก่งแล้วไปเที่ยวกดคนอื่นให้ต่ำกว่าตัวเอง แบบนั้นเขาเรียก สวะ,0
ปัญญาอ่อน วันนี้หมดแรงละ เชิญจับผิดเชิญปัญญาอ่อนต่อไปเถอะ อาการหนักแล้วจริงๆ มึงอ่ะ,1
ถ้าการให้เกียรติ และความเกรงใจของกูคือความโง่ งั้นเต็มที่เลยค่ะ อิคนฉลาด อิปราดเปรียว อิจีเนียส อิวิสดอม ขอให้เจริญตามอายุนะจ๊ะ,1
ถึงพลอจะชั่ว เป็นแมวขโมย เห็นแก่กิน ชอบด่าและกากมาก แต่ก็อบอุ่นที่สุดเลยนะ,0
ควย คนส้นตีนแบบนี้ก็มีด้วย,1
กรี๊ด แบงค์พันปลิวไปอยู่ในถุงขยะ เพิ่งเจอเมื่อกี้ ก็ว่าหายไปไหนวะ เมื่อวานยังเห็นอยู่เลย,0
มันใช่พระซะที่ไหน ยังจะคิดว่ามันคือพระ พวกมึงโง่จริงๆเห่าว่าพุทธอยู่ได้ พวกมึงก็แค่สวะขยะสังคมเท่านั้น ดีแต่ทำคนอื่นเดือดร้อนไปวันๆ,1
อยากให้โดนหัวมึงอีเหี้ย อีพวกชั่ว มึงเมาเละเทะเสียงดังชิบหาย สารเลว,1
ซึ่งเสื้อแบบนี้ ผ้าดีวิเศษแค่ไหน ขายตามห้าง เมื่อก่อนกูซื้อไม่เคยเกินสามร้อย หอกหัก,1
ไร้สาระปัญญาอ่อนจริง พอเข้าใจแล้ว มองดูแล้วหัวเราะดีกว่า เชิญพวกนางย่ำอยู่กับที่ต่อไป,1
ผีเจาะปากมาให้พูด เปรตเกาะนิ้วมาให้พิมพ์,1
รัฐบาล ชอบลับๆล่อๆ แอบทำ แอบกำหนด พูดไม่หมด มีเลศนัย ไม่แถลงให้ประชาชนได้เข้าใจ จัญไร ที่ซู๊ด ฆรวย อุ้ย ตกใจ,1
รถติดหอกหอยไรนักหนาเนี่ย,0
เอาจริงนะ เราก็รู้ว่าทุกคนมีสิทธิ์ออกความคิดเห็นกันทั้งนั้นแต่ถ้าเสนียดรู้ตัวเองว่าความคิดเห็นนั้นมันทำให้คนอื่นคิดมากอะก็เก็บไปแดกเองเถอะ,0
เห็นด่าคนอื่นไปทั่ว ควาย,1
น่าโมโหจังเลย พวกที่ชอบปัดสวะพ้นตัวเนี่ย,0
คนอย่าง จุลเจิม มันเกินไปกว่าคำว่า สวะ สถุน ไปแล้ว,1
วันๆ นี่คุยกะหมา แมว หมู ไก่ ม้า ควาย มากกว่าคุยกับคนไปละ,0
เหี้ยสุดแล้วอะ เหี้ยทั้งบริษัท ศลป ฟค สมแล้วที่อยู่ด้วยกัน ต่ำกับไปด้วยกันน่ะจ๊ะ จับมือกะนให้แน่นล่ะ ต่ำ,1
มึงแยกให้ออก ร่าน กับ แรด อะ,1
ถ้าเรียกมันว่าแดกหรือยัดห่า น่าจะดูชัดกว่า,0
สังคมเพื่อนในมหาลัยนี่ตอแหลจริงใส่หน้ากากกันกี่ชั้นอะบอกหน่อยบางคนก็ควรรู้ตัวเองปะว่าทำไมเพื่อนไม่เอาเพื่อนถึงแยกออกมาควรปรับปรุงอะจริง,0
อะไรหลายๆอย่างที่รู้สึกไม่โอเคอะ บอกไปก็ไม่ฟัง เบื่อฉิบหาย รู้ก็รู้ว่ากูด่ายังจะทำ เล่นเหี้ยไรไม่ดูสถานการณ์เลย,0
ควายแดงดิ้นกันพล่าน ขยะไทม์ไลน์จริงๆ หัวสมองคิดอะไรไม่ได้ก็อยู่เฉยๆ หรือถ้ามีข้อมูลอะไรก็ไปเสนอตัวเป็นพยานตอนเค้าอุทธรณ์คดีสิวะ,1
คือไรอ่ะ เคยกินปลาไหลต้มเปรตก็ต้องเอามาอวดหรอ งง,0
มันฟินแต่ฟินไม่สุด อีดอก,0
เห็นหน้าตาชั่วๆงี้ แต่ก็เป็นสุภาพบุรุษพอนะเว่ย,0
เมื่อก่อนคิดว่าเมทคนเก่าคือคนที่น่ารำคาญที่สุดในโลก แต่พอมาเจอญาติคนนี้อีห่าเอ้ย กูยกอันดับ ในโลกให้อ่ะ แม่งเวรกรรมอะไรของกู,1
สันดารกะเทยชั้นต่ำสลัมชั้นไพร่,1
ขอบคุณที่เหลือช่องทางให้ติดต่อคิดถึงคุณฉิบหายเลย,0
นี่อะไร หน่วยกิต สั่งงานเหมือนบ้าคลั่ง,0
มันมาถึงยุคระบอบอำมาตย์ครองเมือง ชาวบ้านจะถูกดูแคลนว่าเป็นคนชั้นต่ำ โง่ ถึงจน URL,1
กูเป็นเพื่อนกับมึง โดนยังรู้สึกเหี้ยเลย โตๆกันแล้ว มึงอย่ากร่าง สัส,1
มันไม่ใช่เรื่องที่ครอบครัวจะช่วยกุได้ แต่เพื่อนก็ช่วยอะไรไม่ได้เลย แค่อยากจะทำเรื่องที่ทำให้กุสบายใจขึ้นบ้าง กุยังโดนมองเหมือนสวะเลยมั้ง,0
แล้วน้องก็กลายเป็นคนโง่ทันที ทุกคนเก็บความลับนี้มาตั้งแต่น้องเกิด ถ้าน้องมารู้เองนี่คิดสภาพตอนน้องรู้ไม่ไหวเลย ยิ่งถ้าน้องรู้ตอนโตแล้ว เหี้ย,0
ไม่รู้จะซื่อสัตย์กับคนเลวๆทำไม สุดท้ายคนที่ซื่อสัตย์แม่งก็ต้องเจ็บอยู่ดี,0
หัวกับหางมันชั่วพอกัน แบบนี้คือชายกระโปรงหมาลอบกัด ในเครื่องแบบ URL,1
ไม่แปลกใจกับผู้ชายประเภทที่อยู่ในฝูงแมงดา นอกจากมีแต่เปลือก ปากเลี้ยงหมา ยังสันดานต่ำตมอีก,1
ไม่รู้สมองเป็นส้นตีนห่าไรนักหนา,0
อีโอเหี้ยไรนี่กูยอมใจจริงๆว่ะ หลายต่อหลายครั้งที่มีคนโควตทวิตมันแบ้วพอกูกดเข้าไป ปี๊บ คุณถูกบล็อก อีหน้าดอกสัส ต้องเอาอีคแอคเข้าตลอด,1
แค่นี้ยังทำไม่ได้เลย กาก,1
ควรแบ่งแยกชนชั้นพวกสวะกับพวกเล่นเก่ง ไม่ใช่อันดับนี้ แพลตฟอร์มนี้มีแต่ส้นตีน,1
เสียเวลาสัดๆเลย ถ้ากูรู้ว่าม ปลายที่นี่แม่งห่วยขนาดนี้ กูก็ไม่อยากจะเลือกเรียนต่อหรอก แต่กูไม่มีทางเลือก,1
มึงสิร่านอิเด็กเปรต เอาเวลาว่างไปฝึกเล็มหมออ้อยไป,1
สัสเครื่องจับควันมึงก็หลอนร้องไม่มีสาเหตุ ห่ารากเสียงแม่งก็ดังฉิบหาย ตอนนี้คงตื่นกันทั้งตึก,0
ความจริงแม่งก็เลวไม่ต่างกันมากหรอก,1
เบื่อฉิบหาย กูต้องไม่มีเพื่อนเลยใช่มั้ยวะ ถึงจะพอใจ,0
ลูกสาวเอาตุ๊กตาเสนียดเข้าบ้านมา เอาปาทิ้งแทบไม่ทัน ขี้กากจะติดมือไหมนิ — รู้สึกหยะแหยง,0
การศึกษาไม่ได้ช่วยให้มึงเป็นคนดีขึ้นมาเลย ต่ำ,1
ห่วยแตก แดกงบกันหน้าด้านๆ,1
วันหยุดแล้วทำไมรถยังติด สายแน่เลยหอก,0
อย่าแถให้ตัวเองดูดีคะ ยิ่งแถยิ่งไม่น่าคบคะ มันเสนียด,1
ขวางกันอยู่ได้ตรงหน้าประตูเป็นบ้าหรอ คนอื่นก็รอไปเถอะแถวยาวๆ ปัญญาอ่อน,1
กล้าพูดได้เต็มปาก ทุกวันนี้อยู่ด้วยใจล้วนๆ เงินเดือนเท่าเห็บหมา ทำงานเท่าปลาวาฬ โดนเอาเปรียบเท่าแปซิฟิก ดีดี๊,0
ขับรถอยู่ดีๆง่วงและขับรถทั้งวัน ทั้งขับคนเดียวทั้งรับเพื่อนด้วย ขับเข้าเขตกทมคนเดียวครั้งแรกตื่นเต้นชิบ ลุ้นกับรถรอบข้างตลอดเว ประสาทรอบด้าน,0
บางทีกูก็ไม่อยากจะกดเข้าไปหาอ่านอะไรเพราะเสนียดจัญไรมันมักจะแฝงอยู่ทุกที่นี่แหละ,0
โอ๊ยออีพวกปัญญาอ่อน,1
ตอแหลทุกวินาที กะหรี่ทุกเวลา ใช้ชีวิตอย่างไร้ค่า คืออีตัวอย่างว่าที่แฟนเก่าอย่างมึงคู่ควร,1
ฝากตัวรับใช้นาย ถางหญ้าที่ขวางทางเดินนาย ส่งปลวกไปสู่ความตาย ชื่อเสียงของฉันเลื่องลือ,0
แต่งตัวไม่วาบหวิวมันก็ลวนลามค่ะ ความคิดแม่งชั้นต่ำ,1
อย่าด่ากูว่ากะหรี่ จะเป็นทั้งที กูของเป็นเจ้าของซ่อง,1
อินเดียเป็นประเทศที่เหี้ยสัสหมาจริงๆ กูโคตรเกลียด โคตรๆเกลียด,1
แมงดาตัวนึง ฉีกเป็นสองซีก แบ่งกันกินกับข้าวที่สามหุงแข็งๆ URL,0
จะด่าก็เปลืองน้ำลาย จะตบก็กลัวเสนียด ไม้หน้าสามแทนล้ะกัน,1
พวกที่ประสาทแดกที่พิมพ์ด่าดาราใจไอจีแบบหยาบๆนี้ควรไปบำบัดจิตนะ บ้า,1
ใครจะด่าเรา ถ้ามันจริงก็ยอมรับไป ก็มันจริงอะ ก็แรดจริงๆไม่ได้หลอก ไม่จริงสิที่เราต้องโวย ตรรกะของคนจริงฉบับกู,0
ใครสั่งใครสอนให้เอาหมากฝรั่งไปแปะบนแอร์รถเมล์วะ ชั้นต่ำ,1
ไอ้เหี้ยปลวก กล่องกรุซื้อมาดีๆ เมิงเล่นหมดเลยนะ อีควัย อีชาติปลวก,0
โง่แต่ไม่ร่านเหมือนมึง,1
อีเหี้ย มึงมันร่าน เหี้ย เกินคำบรรยาย กูไม่เคยเจอใครแบบมึงตลอดชีวิต ปีกู,1
มือบึมรพ พระมงกุฎ ใช้หลักฐานมาเกือบเดือนที่จะพยามโยงมาให้ทักษิน อ้ายพวกทหารเผด็จการจงฉิบหาย,1
เล่นอย่างนี้ลิ้วไม่ต้องมีผู้รักษาประตูหรอก ไงลูกก็ไปไม่ถึง อีห่า,1
เพราะความไม่รู้หน้าที่ของคนๆเดียว ต้องมาทะเลาะกันทั้งออฟฟิศ ไม่มีใครคิดจะพูดจะแก้ ขอเอาตัวเองออกจากวงจรอุบาทว์เร็วๆดีกวาา,0
โชคดีมากที่กูเรียนInterมา การรับน้องนี่ไม่มีอะไรสถุลแบบที่ทุกวันนี้เห็นในข่าว คนรับน้องกูลูกคุณหนู คนจัดก็ลูกคุณหนู สบายเลย,0
คนดีก็ดีไป คนเหี้ยก็เหี้ยเสมอต้นเสมอปลาย,0
ที่ซอยไฟไหม้เพราะไฟร่านของมึงรึป่าวอะ,1
ต้องการความชัดเจนจากกู แล้วมึงชัดเจนรึยัง ชัดมากปะไอควาย ทำตัวหน้าหี กะหรี่ชาย,1
ผช มันไม่รู้หรอกว่า ผญ อ่อยอะ แม่งตอแหลเหงามากหรอ อีสัสนี่ทำกูรมขึ้น แฟนกูก็ดูไม่ออก ที่เรื่องนี้อะเสือกโง่ มันน่าหงุดหงิดมั้ยอะ,1
รำคาญ อีหอย มีเงินกูตามไม่ให้ผลุดไม่ให้เกิดเลย,1
เลือกตั้งบ้านเรามันห่วยแตกมา กว่าปีแล้ว โคตรกาก,1
คนปากดีนี่มักจะเล่นกากจริงๆ นะ ตามไปดูหน้ามันในเฟซ,1
ควาย อะไรนักหนา ขาดความอบอุ่นหรอ,1
จะกลับมาทำไมวะ คำว่าพ่อที่ยังให้ตอนนี้คือแค่คำว่าไว้หน้า กลับมาเป็นแมงดาแบบนี้คงไม่ละอายแล้วแหล่ะ ก็อย่าให้ถึงที่กูต้องพูดก็พอ ไม่ไว้หน้าล่ะ,1
พูดง่ายๆก็คือต่อให้นักการเมืองชั่วเลวอุบาทว์บัดซบที่สุดยังไง ก็ดีกว่าคณะรัฐประหารอยู่ดี,1
โมโหอะอีสัส ปลวกหัวควย รองเท้ากูตั้งแพงอีควายอีห่ารากเอ๊ย,0
อีเลว อีพ่อแม่ไม่สั่งสอน มารยาทไม่มี พวกไร้อารยะ พวกสัมภเวสี โว้ย ไม่รู้จะด่าไงแล้ว,1
เจอเม้นท์แย่ๆ จากปลวก หรือจากติ่งด้วยกันเองใน IG แนะนำให้บล๊อคแล้วลบทิ้ง เพราะมันมีนักข่าวชุ่ยๆนั่งส่องแท็กแล้วแคพไปเขียนข่าวด่าทั้งด้อม,1
ถึงจะไม่ได้ชอบน้องนี แต่ความคิดชั่วๆของผช ในเม้นท์มันก็พวกกาก ให้แช่งมันเป็นหมันไม่มีลูกเมียเหอะ,1
เลวยิ่งกว่าสัตว์เดรัจฉาน ทำร้ายสัตว์ที่ไม่มีทางสู้ ขอให้กรรมตามสนองเร็วๆ URL,1
แต่งตัวสวยๆไปวันๆปากหมาสันดานถ่อย,1
ควรเอาผิดให้หมดที่ฝรั่งนีทำ หมิ่นประมาทไหมตอนอัดคลิปล้อ ทารุณสัตว์ แล้วก็รถไฟอีก อะไรขอโทษแล้วจบ นี่กฎหมายหรือขนมเปียกปูนอ่อนจัง,1
ควย แล้วเจอพวกปัญญาอ่อนเล่นโคดแตดหมาเลย,1
ผู้หญิงบางคนก็แรด ร่าน หน้าด้าน ตอแหล เห็นหน้าใสๆ ข้างในเน่าเฟ๊ะ น่าขยะแขยง โอ้วว โลกของคนตอแหล คนที่คบด้วยนี่ใส่เขาควายหรือเปล่านะ น่าเวทนา,1
จะตอบแชททีโคตรตอแหล ต้องมี ทุกประโยคอ่ะ ดัดจริตสัส,1
จะด่าว่าเหี้ยก็สงสารเหี้ย ด่าเห็บหมาดีละ เพราะเป็นคนที่ไม่มีประโยชน์ใดๆ มีแต่สร้างความรำคาญและรู้สึกขยะแขยงไม่เคยคิดอยากยุ่งเกี่ยวด้วย,1
ก็นะ ยังอยากเป็นคนอยู่อะ ไม่อยากเป็นหมา จะได้ให้เห็บขึ้นมาอาศัย,0
สอบเสร็จแล้วว้อย รู้สึกโล่งสัดๆ ส่วนคะแนนก็ให้มันเป็นเรื่องของอนาคตไปโนะ,0
อีห่า เสร่อไร้มารยาท อีเปรต โว้ยๆ กูจะเหยียบๆมึง สัด,1
อิเลวแม่มมโคตรเลว สัตว์นรกจริงๆ,1
Google map เป็นส้นตีนไรอีกเนี้ย นี่กูอยู่ใจกลาง กทม นะสัส เน็ตหรือแอพ หรือโทรศัพท์หรือเหี้ยไรกากกันแน่,1
อีกหนึ่งความฉห บนท้องถนนคือ ตำรวจตั้งด่าน แล้วรอเขียนใบสั่ง อีหอย สร้างความรำคาญ รถติดเพิ่มเติม,1
รอต่อไปนะ อิพวกเห็บพวกไร คงได้ครอบครองเมื่อร่างเขาไร้วิญญาณนั่นแหละ มันก็จะเงาๆ ดำๆ จางๆ หน่อยอ่ะนะ,1
แข่งที่ไทยเอาวิ่งควาย โดดยาง หมากเก็บ เป่ากบลงแม่งเลย ถ้าจะโกงขนาดนี้ แข่ง วัน เหรียญอิเควี้ย,1
ปากบอกว่ายุ่ง แต่เสือกถ่ายรูปเล่นกัน โว๊ะ แล้วก็โยนงานร้อนมาให้กุ อีห่า,1
โกรธพ่อค้าน้ำพริกข้างทางมาก คือแบ แม่งแซงให้แต่คนที่ซื้อเยอะๆ อุบาทว์,1
ม้าลายแวะมาเยี่ยมเธอที่บ้าน และปั่นน้ำเสาวรสมาให้ดื่ม นั่งวาดรูปเล่นด้วยสักพักแล้วค่อยเดินทางกลับสวนสัตว์,0
ไอ้หมาเวรข้างบ้านก็เห่าทุกคืน นี่เห่าตั้งแต่สองทุ่ม นอนไม่ได้ไง ยิ่งนอนไม่หลับ ไม่ได้นอน ปวดหัว ปวดหลัง ถ้ามีปืนตอนนี้แม่จะยิงทิ้งให้หมด สัส,1
ลองแตกดูหน่อยมั้ย ปากมึงอ่ะ สัส,1
อีเปรี้ยวฆ่าหั่นศพ เป็นวาระแห่งชาติ ยึดอำนาจเป็นเรื่องจำเป็น URL,1
ตื่นเพราะปวดท้อง อะไรเนี่ย เวรกรรมอะไรคะ,0
ไม่มีปัญญาเอาชนะชาวบ้านเขา เลยต้องโกงเอา พวกขี้กลาก กากเดน เหี้ยจริงๆ,1
มีโทรสับแต่ไม่ว่างรับก้อย่ามีนะอิเหี้ย โมโห เวลาเร่งด่วนโทรไปไม่เคยรับส้นตีนเถอะอีควาย,1
คนฉลาดเขาใม่พูดมาก คนพูดมากโชว์ความโง่ให้เราเห็น — รู้สึกเยี่ยม,0
เป็นทัวร์ที่เเย่ที่สุดที่เคยเดินทางมาอ่ะ บริการอย่างเเย่ ดูเเลอย่างไพร่ ค่าบริการดุจฉ้อโกง,1
จัดแบบนี้เค้าแช่งประเทศมึงล่มจมไปไหนต่อไหนละน่ะ,1
ส่วนเรื่องของมึง ที่พวกกูรู้ไม่ได้เพราะเสือก เเต่เพื่อนมึงอ่ะพูดตอนเดินปาวๆเเบบนั้น ไอ้สัดใครจะไม่ได้ยินว่ะ ประสาทท,1
หน้าตาดีไม่ช่วยให้ดูเป็นคนดีขึ้นมาเลย เวลามึงสปอย GOT มืงก็คือสวะตัวนึงนั้นแหละ,1
ไทยไม่ว่าจะเล่นในบ้านหรือนอกบ้านนี่แพ้ทางกรรมการตล๊อด อีกรรมการเวร ฟวยๆ,1
ใครทำอุปกรณ์เชียร์พังกูสาป โดยเฉพาะพัด อีดอก กูขอสาปแช่ง,1
