text,status
Buồn quá không biết mấy cái tượng nghìn tỷ có bị ngập nước không nữa,1
Julia Trần dở ẹc mà còn hôi mùi bọ xít nữa không ngon lành gì cả,0
Anh em nhớ đăng ký kênh mới của thầy để có những giáo án nasus mới nhé,0
Nge ông kẹ chuyện vo thuật A lan nhin cười giỏi thật,0
ơi được thực sự,0
Linh Duong thì đừng có xem,0
Hay ho con cặc gì mà tối ngày đụ với chả địt,1
Ảnh ngầu đấu nhưng thầy rap còn ngầu hơn,0
Xây dựng cái gì ở thiên đường chả đắt,0
Đăng Thảo gỡ gạc lại phim trước không ta,0
Chó để con linh cá lóc,1
Cuộc sống nó là thế Mình thích họ họ thích đứa nhà giàu và đéo quan tâm đến mình,0
Em ở bàn dưới người mình thích em ở bàn trên cũng do khoảng cách,0
Người không ra người ngợm không ra ngợm ý thức thì như đống rác nhà nước nên bỏ tù những thằng coi thường pháp luật và tính mạng người khác như nó phạt thật nặng xem nó có im mỏm nó không,1
Đc anh ạ,0
Chết rồi ba rọi béo vàng ngọc ơi há há,0
vui quá tiger còn sống,0
Còn lâu mới ngủ,0
Riết bây ba quá bạn ơi Tôi cô quá nếu cau thích thì kim cách khác noi tiếng ma nhu vậy người ta chỉ trích cô,0
Viết Sang em còn trẻ và đẹp máy bay kiểu đéo gì,0
Trend này làm bao chị em gục ngã,0
Jack càng ngày càng tuột phong độ ý kiến riêng,0
Apple không baogio làm mình thất vọng,0
Hồi trước còn nói nước hoa chính hãng mà sale con,0
Ở Italy còn không lo ở việt nam lo gì hãy tin vào nhà nước quân y bệnh viện dịch tễ họ thật sự đẳng cấp trong chuyện này đã chữa cho người chị nhung vài bữa nữa khỏe giờ đó nếu không khỏe thì mình ship cho chị nhung lạng đinh,1
Đình Huân,0
Giờ không đánh cũng đã khai chính cờ đỏ sao vàng là bọn khủng bố cần phải dẹp ngay bọn khủng bố cờ đỏ sao vàng này ra khỏi xã hội Việt Nam và cả nhân loại của thế giới,1
Mình đang tìm con chó nhà thất lạc nó sủa cực kì thuyết phục nhé ai thấy làm ơn báo mình mình cảm ơn ạ,0
Thảo Đào Văn nghèo có nhau ý nói đang lúc dịch bệnh cho dù công ty thu lỗ nói thu lỗ hơi quá thật ra đang lúc dịch bệnh kinh doanh khó khăn thôi anh ấy vẫn không đuổi cắt giảm nhân sự bất cứ ai vậy chưa đủ hay sao,0
cười xiểu cô luôn i love you nhiều chúc cô khỏe và hai mc dễ thương luôn khỏe đẹp,0
Mình cũng buồn cũng cảm thấy mất mát nhưng không để ảnh đại diện cầu nguyện cho bất cứ sự kiện nào Mình không bày tỏ trên facebook cũng không có nghĩa là mình không quan tâm,0
Cs như bầy sư tử săn mồi Gặp phải thứ gì chúng cũng muốn cướp hết và bất chấp tất cả Trừ khi người bị cướp đủ năng lực chống trả thì chúng mới dừng Bản chất của lũ cộng sản là cướp và cướp,1
tin,0
Cách mà dân ta thể hiện lòng yêu nước,0
Các cô phục vụ giặc quần không kịp nên phải lót khăn mà đúng ta không nên mặc quần cho nhanh Nhưng nếu như trong hình mô tả thì chứng tỏ đêm quá Tám không ngủ,0
Ám ảnh vãi lồn,0
Ủa là sao không hiểu,0
Huynh Tin ai đôi heo nhiều nhất nè,0
Uhm uhm đây là tao khi Tết về,0
Chị đẹp như Lệ Thủy da,0
Gương mặt giải trí,0
em đẹp lắm,0
Ca sĩ katm,0
Có nói đúng con cũng bị người cùng giới thả tép bắt tôm thương quá nên bị lừa gần cả trăm triệu giờ cuộc sống trốn chui trốn nhủi chưa bao giờ nhục như bây giờ thế giới thứ ba đã khổ xin những ai không thương những người thế giới thứ ba đừng lôi dụng để lừa gạt kB nói chuyện cho vui nhé mọi người,0
người ta đi ăn trộm cũng rất vất vả phải thứ đêm hôm đi canh chứ phải dễ vàng đâu nhiều khi phải canh ngày chứ đâu phải đùa anh không thương người đi bắt trói người ta là anh sai rồi,0
Hello chi,0
Tủn K nghe nói xạo lồn quá trời,1
Phu Nguyen sửa chữ thôi chứ ngọng gì anh em bên tre cũng gọi li quăng,0
Hôm nay đảo ngói nè,0
Trần Tân Kiệt nghe nhiều nghiện chết mẹ nó rồi,0
Em xin vocal được không ạ để em remix,0
Dỗi thật sự,0
I love you nhiều cô,0
Kb đẹp ở chỗ nào mà phanh ra,1
Chị đẹp quá Ko nói không biết chị là người chuyển giới,0
Hôn gió kiểu cao bằng,0
Câu đéo của gói Chim anh Độ Mixi bao nhiêu chết mẹ,0
Được không anh êii,0
Võ Thành Toàn đây là cảnh khủng bố đi cướp,0
nhism đang quay ghế,0
Đéo ghi nguồn,1
Hà Nội không biết có được không để mai em viết thư bày tỏ nguyện vọng,0
tuyệt vời,0
Thế Vinh linh vật thờ là con quỷ dữ Đ,0
thích đó là phần nhỏ trong số hàng tỷ người dùng Fb của tàu suy ra số lượng óc chó của nó không đáng kể,1
Hồng Sơn Nguyễn ông ơi cho tui xin video được không ông,0
Hãy nghĩ theo hướng tích cực mà bạn ấy muốn truyền tải,0
Đéo mẹ MC Phan Anh có nhận lương từ dân tụi tao không hết lòng vì người vùng lũ còn tụi mày có đứng ra kêu gọi và hết lòng lo cho dân không hay chỉ là kêu gọi xong đem cúng mồ mã ông bà nhà tụi bây địt mẹ cứ tưởng dân giờ ngu lắm ấy,1
Hiển Trọng Nguyễn Thanh Tuấn,0
Các ông đi chơi bỏ tôi ở nhà với bà chủ kênh thế à,0
âu cũng có thể loại bóp đái đồng đội,0
Hãy nhìn ánh sáng của đảng và quên đi sự bất công của cuộc sống,1
Mình thấy cách ly có khổ sở gì đâu sao mà nhiều người cứ trốn tránh thế nhỉ,0
Bài viết tràn đầy mùi GATO,0
thứ gì đâu,0
Đang vi phạm thì im re xong xuôi rồi thì mới rà soát sau đó thay đổi pháp lý để chính thức công nhận vi phạm hỏi sao không xử lý kịp thời thì nhân được câu trl là không hay biết lực lượng mỏng cần thời gian kiểm tra,1
Tục tĩu là đã mất nhân cách rồi Cô nên gỡ vdo này đi Không có gì có ý nghĩa thì chẳng đáng khoe,0
Hai con súc vật này trước kia đội nhau Lên đầu bây giờ quay lại cắn nhau hả,1
Murad TV vãi cặc,0
Thôi nhà có rồi nên nhường cơ hội may mắn này cho bạn khác nhé,0
hà nội không vội được đâu,0
Trời vãi lồn nhiều,0
Nên anh chuyển sang bản lite,0
Vĩnh Khang giống vãi cả lồn khác mỗi cái mình và cái mặt,0
Dạo này độ tộc trưởng nổi tiếng lắm đi đâu cũng độ,0
Ai thích tao nói đi tao vã lắm rồi,0
Minh Nguyệt,0
Thích câu này vãi lồn Bạn lịch sự quản trị viên lịch sự Bạn cục súc quản trị viên với L vào mặt bạn luôn,1
Đảng hãy cho tôi lời khuyên đi,0
Thoi dai gi ma dan ba con gai an noi vo duyen quá anh,0
Vẫn là em sao nhung,0
Em chao chi,0
Quốc Anh bịt khẩu trang nhé béo,0
Vợ mình nó say xe ô tô,0
Thoại Trần nhà quê,1
Tâm Nguyễn đọc và tìm hiểu kỹ rồi hãy nói bạn ạ,0
hoặc cho ngồi vài tháng cho có lệ chăng,0
Ơ Ngứa mồm à,0
Trường Đang,0
Tài Chiến rồi đó,0
Gi ghe quá vay trời không tuong tuong luon,0
Nhược đại như lai sư tử được Khắp phương thiên hạ thái bình phong,0
Mã Đức lâu rồi,0
Khẩu nghiệp chêt mẹ may đó trời quá báo may đó hồi xưa may chửi nhiều người Bây giơ trời quá bao may đo minh hiếu may gu rang chiu ha ha,1
Bản chất con người loại người này xin lỗi ngàn lần cũng không tha,0
Phương Mai vãi lồn,0
Để coi thằng nào ngán thằng nào,0
Địt mẹ các bạn ý Cười rụng con mẹ nó mồm rồi,1
Quốc Trung hè này khỏi đi gia lai hay nước ngoài nữa hê vô đak lắc nà,0
một doanh nghiệp đóng thuế cả ngàn tỷ mỗi năm bị lũ ngu chó đẻ giết chết và thằng quản trị viên óc éo bằng con chó,1
Giờ tao chỉ mong bóng đá đến sớm Để lu ngu no tràn ra đường hít thêm khí chết bớt mới tỉnh được,1
Dui cùng em giây phút bóp vú bóp lồnn taoo nss mà cười bò,1
Shop pe đi cùng độ phùng,0
Chắc tui nhấn vô nhầm bình luận rồi xin lỗi bạn,0
Chung cẩn thận con mãnh thú nhà mày cũng có cóngg nhựa,0
Bảo xuyên ơi nhìn em rưng rưng nước đái ha ha,1
Vài trăm xúât quà mừng như vậy là gìau hơn cả Trump oz Tội nghịêp bọn tư bản bóc lột hút máu người lao động cả đời đéo bằng quà mừng của mấy cán bộ do dân và vì dân hỉ,1
Nghe cô Hiếu nói chuyện cười muốn chết mọc mạc thu hút người nghe,0
Sẵn sàng,0
Tường Vy Khánh Huyền Nguyễn Nguyễn Thảo Nguyên trend mà,0
ĐỪNG MONG CON NGƯỜI TA THAY ĐỔI CHẤP NHẬN ĐƯỢC NHAU HAY KHÔNG MÀ THÔI,0
Khúc Hương Giang không biết nữa Đi alone á Được thì gặp,0
Nhớ fanpage ngày xưa vãi lồn,0
hay lắm mấy đứa,0
Ngu thì chết chứ bệnh tật gì Thắng lại làm gì,1
Chinh Nguyen vấn đề là nó đi chuyên cơ riêng về chứ ở VN ngừng cấp thị thực với nhập cảnh rồi,0
Phan Trung Hiếu vậy lúc nó bay ra nước ngoài là nó bỏ nhà rồi,0
anh em học tiếng tàu đi là vừa,0
Ăn mặc còn thua người ăn xin,1
Yêu nhau ngại mỗi cái đấy,0
I love you cho rờ mu,0
Tết đưa vợ con đi chả hiểu sao thoii,0
Trong lúc nước sôi lửa bỏng này mà vẫn có kẻ nhận thức kém vậy,1
Tiên tri đâu cân ăn,0
Xl em hai thì à,0
Xã hội cong đều,0
hỗ trợ này được đó,0
Lại cãi vã rồi,0
Vậy mà xin lỗi khóc lóc đó hả,0
Tay anh cầm xi măng sỏi đá,0
Cô Minh hiếu chửi nghe đã tai luôn cô chửi hay quá Hoan hô cô chào,0
Nể mấy đứa bình luận kêu ghép Ghép ghép cái lồn ha ha chứ ghép,1
Việt nam là nơi lấy cảm hứng của iPhone,0
Nhìn là đéo muốn xem rồi dự là sẽ có những yếu tố bắt buộc phải cười,1
hôm may mấy giờ bắn anh,0
coi chừng nó bỏ thuốc độc vào sông,0
hết ngủ rồi anh ơi,0
Ninh Trần được Ninh ơi,0
Nguyễn Văn Thiện,0
Dừng lại hay tiếp tục,0
Chuẩn bị gọi người xiên rồi,0
Chị thấy cái đó chị xỉu ngày hên của con nít chứ của người lớn là chị đi luôn rồi Cười muốn bệnh luôn,0
Cầu mong gà tặng quà,0
Xin video bạn,0
Nhà của chị này cũng không phải là không có đóng góp gì cho VN đâu cứ lên trbao nhiêugg xem Johnathan Hạnh Nguyễn xem bác ấy có đóng góp gì cho kinh tế VN nhé ạ,0
Nhi Lê,0
Ông Trần Dần lại muốn về Việt Nam đó mấy bạn chống cộng cực đoan ạ không có tiền về Việt Nam sống thì phải chịu thôi chứ về Việt Nam sống và chết tại quê cha đất mẹ vẫn thấy thanh thản hơn,0
Nhìn ổng dễ thương muốn xỉu,0
tài khoản đó dính tài khoản liên quân vip vãi lồn ra,1
Thà để giọt mồ hôi rơi trên trang sách,0
Yoyo yêu cô,0
Khá được,0
Mã Hà cho vao voi,0
Đọc chêt cười,0
Chửi đéo gì logic cứ xen chuyện này rồi chuyện kia vô Vẫn không hiểu chửi về gì là chính,0
Bi giờ là hòn thì có,0
bá cho cháu facebook con thắm được không hay zalo cũng được ha ha,0
Admin đánh rơi não trước khi đăng bài này,1
Nghe toàn thấy chửi không,0
Sao nay nói chuyện điềm tĩnh vậy,0
Nguyễn Thuận không hay thì nói không hay ý kiến cái đéo gì,0
Wow đã quá quá facebook em mua kính ôm sát chống dịch đi cả nhà đeo lên gặp sếp sếp tăng lương thêm vì kính đẹp quá,0
Cái lozz cát không,1
ThanhHuy Nguyen dơ vãi cả lồn,1
Haha thầy đang nằm mơ hả thầy,0
x vẫn đỗ bách khoa thì các bạn không không lên lo lắng,0
Đúng,0
Sơn Hòa with love,0
Trường mình ở mai dịch cầu giấy HN gần đây ựa,0
Cố lên Thầy,0
Nghe có vẻ rất vui nhưng lại rất mệt,0
sao tao thấy nó chả đẹp tý nào nhỉ,0
Chia buon,0
Nghi anh độ đạo nhái phong cách của Lộc thần tượng ở đoạn đầu video,0
Địt mẹ cái mấu này Tao nằm ở đây hơi nhiều rồi đấy trích lời anh tôi trong buổi phát trực tiếp tối hôm kia,1
Nguyen Bạn trả lời rất chi là trả lời,0
Nhà con Nhung đầu heo rất giàu hãy bắt phạt nó bồi thường thiệt hại không để yên được đâu,1
nghe nói tết đến,0
Toàn những người có đồng bạc đi chơi xong đem vi rút về nước,0
CẢM ƠN MINH HIẾU ĐẸP NHƯ MINH TINH MÀN BẠC CHÚC HIẾU CÀNG ĐẸP HƠN NHÉ,0
Đơm chết mẹ nó liền,1
Nói hay lắm,0
Nhà bao việc chơi game gì tầm này,0
Tú Trinh không chạy ăn cứt ăn đầu buồi à,1
Thấy chúng nó fan cứng nói gì đấy hay vãi lồn ra mà mình là fan cứng bình luận nhạt vãi lồn,0
Vừa đút,0
Thầy tự đạp đổ chén cơm chứ ai thèm cướp Đang yên đang lành tự nhiên gáy đấy chứ,0
cô giáo cứ bình tĩnh,0
Quá nhọ cho đội xóc nọ,0
nhớ đóng kín cửa nhé chúc các bạn baker hít thở không khí trong L,1
Xin video quản trị viên ơi,0
Clgv ba rọi béo,1
Tui có biết chút ít đấy ông,0
Điểm danh anh em cờ đỏ,0
Huỳnh Bảo Dy mới biết luôn ha ha,0
nhà toàn mãnh thú nhưng sợ dép lào,0
Lê Lê nhớ đó không được đâu nhoa không là tội thằng nhỏ,0
Ella Hồ Trần HuệTrinh Yuri,0
Đ tao con mẹ Đang ăn cơm nghe đến đoạn bôi cặc mũi cặc mèo Đức Phan ạ,1
em đen lắm,0
Rồi đến lúc nào đó sela ơi cứu anh,0
Nghe bà ấy nói chuyện mà cưng quá trời luôn,0
tôi còn tưởng nó là đăng ký cái lồn,1
Khác gì tát vào mặt thằng soang choảnh kia,1
Dúng Dúng để đảng soi sáng,0
Chuẩn bị có luật di ỉa nhiều lần phát vì không nhiễm moi trường,0
Tại sao chính quyền phường lại làm ngơ như vậy hay là ho bảo được để kiếm hoa hồng của tụi đánh giày đây mà mất mặt quá,0
Trần Mai Phương đọc bình luận,0
Chạ bù cho công ty S,0
Nguyễn Thị Miền hu hu,0
hot lồn chứ hot girl,1
Kinh nghiệm Fifa nè thầy,0
Địt mẹ mất cái xe thì Chúng tôi đang điều tra và giải quyết Bán hàng rong thì giải quyết ngay lập tức không được để vấn nạn này xảy ra Nực cười vãi cặc,1
Bọn này vô học lại thích khoe khoang để lấy thành tích viết những câu chữ tối nghĩa,1
Văn năm này có giống năm ngoài không sao facebook cứ ầm ầm lên thế nhỉ,0
Có bán gấu bông thứ vậy không thầy,0
Lũ chó lãnh đạo Đcs,1
Giống tuyên bố của trung quốc kết quả vỡ trận,0
Phan Thuấn Duy Tan Hue Hien La Du Ghii Bích Phương,0
Chuẩn luôn,0
tên làm sao ạ,0
vi rút không trừ ai,0
Ai bên cạnh chị trang mà xjh thế,0
Quyen Anh có có,0
Giàu sao đi bộ thở như cho vậy trời,0
Trần Trung Tín vãi lồn ha ha,1
Chính mắt thấy tai nghe Quốc sư mạnh dỏi là mừng gòi mốt có hài coi gòi,0
Mình đang nói về bạn kia thôi nhé,0
Mẹ ơi sống vội thế các con vợ,0
quá tuyệt vời việt nam ơi cố lên đã có nhà lãnh đạo chỉ đường dẫn lối,0
Chị yêu đẹp quá,0
chết con đĩ mẹ thầy với em,1
Nó éo có biển mà còn tức giúp Vn có biển có đảo mà làm như không có,0
Chó hùa kìa,1
Lona Trần sợ mài nghĩ tới tao những lúc cao trào ớn ák,0
những thằng ngu hay bảo người khác ngu mà không biết nhìn lại mình,1
Kris Nai đéo mẹ,1
Dũng tao nhớ hồi nhỏ còn gội đầu vậy hương cơ chứ đâu như bây giờ,0
Con mụ thần kinh,1
Cực kì thuyết phục,0
minh hiếu nói chuyện dễ thương quá luôn mình thích minh hiếu vừa đẹp mà nói chuyện rất có duyên dả lại có khiếu chưởi lộn nghe mà phải cười chứ không nhịnh cười được chúc minh hiếu được nhiều sức khỏe vạn sự bình an gia đình hạnh phúc,0
Con này mà về việt nam chắc người việt nam đá cái lồn cát không luôn quá,1
Sub lại kênh cho thầy nhé mọi người và nhớ là kênh mới là kênh kĩ năng nhé,0
Duyệt,0
J ba con ne cho voi,0
Nhìn cái mặt là không ưa rồi vênh vênh váo váo,1
Mày chửi LQ xong bị thằng âm binh nó lừa cho hơn trăm triệu nhục mặt gậy mày đập vào mặt mày đáng đời chửi người ta làm sao mày gánh hết,1
Tham nhũng đang rất ổn định mà,1
lại không dễ anh,0
Số đẹp không nỡ thích,0
Bài học rút ra hãy yêu một thằng người mỹ gốc ấn vì tụi nó đa phần là dân IT và giỏi vãi lồn có thể tương lai bạn được làm phu nhân tổng giám đốc điều hành gì đó,0
Sự trùng hợp ngẫu nhiên,0
Xuân đương tới cũng là xuân đương quá,0
Ae yếu sinh lý nhắn tin em tư vấn nhé,0
mẹ ơi khẩu nghiệp bà bà chửi việt nam nữa nghe,0
Thế tốt,0
Phương August,0
nguyễn thị mỹ linh phim về cá mập hay gì vậy bạn,0
Ditme càng tốt đỡ phải gánh tụt quần,0
Thiếu nốt cái live là anh chăng khác gì bọn cô rê an,1
Đã bảo không muốn mà bố mẹ cứ bắp chụp,0
Quê hương là cầu tre nhỏ,0
Võ Thành Nhân lf,0
Hào Nguyễn xin video với cậu,0
Nốn lừng mong manh à,1
U stab julia Jules Cesar times,0
Ai chả hướng về đất nước nhưng không theo tư tưởng cộng sản thôi,0
Trịnh Hà Vy không lận Đầu tư đi làm kiếm tìn,0
Đọc mà lòng cay cay cay,0
Má ba thật quá,0
Đúng là hề,0
Mô phật Trâm Mai Phương Mai Khánh Ly Thủy Tiên,0
Em lại gửi cô Panda video của thầy nữa ạ,0
Duy Hoàng cái đầu buồi,0
Được,0
Ông chủ đầm tôm,0
Theo tui làm ban giám khảo vài năm nay thì bài được trung bình nghe không hiểu gì hết,0
Con yêu cô quá,0
Giống ba rọi béo vãi lồn,1
dùng não nhiều quá nên hơi đao,0
Ngọc Trân An Hạ,0
Đeo hieu kieu gi,1
Chả hiểu đẹp ở đâu,0
Có tiền đâu mà sửa soạn chị,0
Bê đi mà,1
Ai muốn làm cv bán thời gian nhắn tin mình nhé,0
Trần Nhật các cụ có câu đã ngu còn hay sủa,1
addf em với cụ tổ ơi,0
Ngu còn sủa cho lớn lúc đầu cũng mê việt kiều,1
Dô văn quá,0
Nhìn như con điếm vậy,1
Nhìn cái mặt chủ đề đã biết tại sao chủ đề nói bình luận như vậy Ae thông cảm người khuyết tật tí đi,1
Đẹp đội hình,0
Lê Văn Quật Minh Hậu,0
Lê Nhật Trâm sao thế ạ,0
T nghi rồi mà Mâm nào cũng có Ông già bé Sam vào Rảnh hánh thì chăm con đi chú ơi,1
tao sợ quá các mày ạ,0
Tới bến sáng về,0
Mái tự cắt Đuôi thì ngồi cày tiếng với giá không cảm thấy ưng,0
đại gia,0
Hiến pháp Mỹ,0
Troi ơi cười muon xiu,0
HN Thu Nguyên nói câu mát hết cả lòng,0
bao giờ tung video âm nhạc ca nhạc về huyền thoại,0
Nếu bò viên cá viên ăn nhiều ngán thì về việt nam há mồm ra bảo đảm dân việt nam sẽ biến cái lỗ mồm ông thành cái bể phốt Và ông chỉ cần nhai thôi không phải làm gì hết,1
ở Hàn gọi là chiếc lá còn VN là lá chà bồn,1
loài ấuhồ tuyên giáo thì bài và luận chỉ một giọng điệu bưng bô,1
cái tên Thái Linh Hương nay còn đâu,0
Hoan Banana,0
Nói đạo lý thì phải nhắc đến anh huấn với anh khá trước nhé,0
toàn chân lí,0
Ba dẻo vàng gì den thôi vay vàng mien à,0
Vâng Rất Việt Nam việt nam là thế,0
Đỗ Vân Anh đạt cảnh tình này chưa,0
Lee Sin lồn mẹ giáo án kiểm soát của thầy Tú,1
Chuẩn bị xây nhà nghe chưa thầy,0
tin rat hay,0
Từ cách nhìn của người dân bình thường thôi bạn Đúng và hay thì phải khen và ủng hộ thôi Đâu phải cái bọn rận chủ rẻ tiền kiểu nào cũng nói được,1
Anh tao ở Cầu Giấy về hôm trước tao chưa sợ chết thì thôi mọi người cứ bình tĩnh,0
Đó là lý do tại sao lạ đít phải về nhà đi mới thoái mai,0
Rồi tiền đâu trả nhân viên,0
Thanh Nghệ Tĩnh là trùm CM trừ vùng CG thì đỡ nên mấy gia đình kia từ chối không có gì lạ,0
Anh bán hết nhé,0
K ai Dem Ba Nay Di benh Vien De ba khung Z Ai Chieu noi Troi,1
vui ghê,0
quạo nhé,0
hỉ cần toàn dân ta đoàn kết đồng lòng sẽ chiến thắng như dân tộc Việt Nam ta đã từng chiến thắng cố lên VN ơi,0
Đã bảo ổng là điệp viên của ĐCS Việt Nam mà éo ai tin,0
Tr ơi hãy uống nữa đi cho một giọt nước đái nghe đắng cay trong quần,1
Hạ Lam hãy ủng hộ Cây Ây Ti Em bằng cách thích video của Cây Ây Ti Em thay vì dislike video của Jack,0
NHNN lại có việc thằng Son đổi USD số lượng lớn ra tiền Việt kìa Dân đổi USD thì nó đè ra phạt trời thằng cán bộ đổi mấy triệu USD có khi xe chở tiền nó lùi vào tận cửa phòng khách Pháp luật phân biệt đối xử vãi cả lồn,1
Xuất sắc vãi cặc các cụ ạ,0
Cho mình xin số TK mình gửi tiền trước nhé,0
Ngta giau goy bi giat tien co nguoi cho lai con tui danh dum được co trời bi chung giat me anh,0
Đạo đức giả là hành trang của các quan không thể thiếu trong lộ trình quan lộ,1
Ai lớp du cho rờ mu cô hiếu,0
Trời ơi miệng dì mà như cá lóc chùi đít vậy oe,1
Và Bùm hôm nay không có ao làng các bạn nhé,0
nhé tin tri say san trần dần sap xuong lo,0
tao còn đang mong kỷ luật bỏ mẹ lên đây,1
triệu không đủ tiền để ăn cơm nên anh tôi phải ăn táng với tôm trừ bữa,0
Vl anh em nhà ông độ đông thế cơ à giống nhau y sì,1
Tứ đôi thông ăn cho hết nhé con,0
Đợi thầy mãi,0
Đo cho tui bey lam gio ban xa hoi,1
trưởng thành về chiều cao,0
Nhìn kỹ mặc ba rọi béo giống đàn ông ghê,0
Bà nội mày,1
Lão Tập quá đây chả ai quan tâm Dân còn biểu tình phản đối,1
Huy Hoàng thích động viên người yêu à,0
Thí con chốt,0
Chị ba ơi chị thiệt là đẹp gái Mà chị có hai cái hòn đái,1
Cảm giác của các bệnh nhân được hiến máu,0
Thắm ơi cho em bán nhờ cái áo chống nắng để lo tiền làm đồ án tốt nghiệp lãi nhiều em mời ăn ốc not rịu đừng xoá bình luận ạ hu hu,0
Cần ăn bánh mỳ nhé,0
Ong nay chac co van de rồi,0
Thiên đường mà nó lột dân chừng không còn cái quần thì thôi,1
Thôi hoà bình công lý gì Làm loạn,0
Hoàng Bomi Cường Trần ha ha nhớ nhé đứa,0
Đc,0
Không hay thực sự,0
cái vụ hát sai thì sao nhỉ,0
Chi ba la vang ngoc vao qui quá,0
tao nói thiệt tao vẫn xem tin chúng bây hằng ngày và hằng giờ nhưng sau tin này tao đéo xem nữa lũ óc chó,1
Con này với thằng Don Nguyễn diễn viên hài chưa bị bắt nữa hả Tụi nó kết hợp với nhau bán hàng giả làm lũng đoạn thị trường lừa đảo người tiêu dùng Làm mất uy tín nhà nước VN Đề nghị công an vào cuộc bắt hết bọn này Ai đồng ý thì hãy cùng nhau lên tiếng Bọn này là bọn lừa đảo là tội phạm kinh tế,1
Nguyễn Quốc An GAM ba rọi béo,0
Đúng là vay lồn vay lắm mà,1
Phản sát thương cực gắt,0
Ko biết tâm sự cùng ai,0
Chí Bảo nhung chứ chung con cặc à,1
Chào chị Ốc,0
Hiểu pê đi nhục miệng sửa như chó đầu ngu như bò bạn thân bóng vàng mã dơ ha ha,1
Còn không làm mà đòi ăn thì ăn,0
Lê Nhân Trí Tín Lầy ghê con,0
Vui,0
Paula Lưu bạn ơi bây giờ bạn ăn chay thì nói nhé,0
Nhìn như con bóng lải cái,0
Tụi này chết chắc bị rút kinh nghiệm nữa nè con rút kinh nghiệm cho chết tụi bây luôn ở việt nam mà dám làm bậy bạ,0
Tuấn thượng đẳng,0
Ăn mặc không để đụng hàng nên cũng không giống ai và con gì luôn,1
Người tiên trị thật sự không khoe khoang chắc cú đâu bác ơi Người ta tiên trị bằn tâm linh kết hợp với thực tế Giọng của bác nói trơ trơ không thể hiện chút tâm linh nao toát ra trong người bác,0
Xau cai mieng nhu cai lồn nguoi ta cco thang,1
thích nhiệt tình cho cái trạng thái của quản trị viên y,0
Đấu tố trưởng phường công an cskv chủ tịch,0
tào tháo báo nói thế nào cứ suy ngược lại ắt chính xác,0
Đừng để thời tiết lừa anh ạ,0
Chui háng bố độ,0
cay vãi lồn lêu lêu,1
Hello Minh Hieu De Thuong Noi Chuyen Nghe Hay hay Giong Hy vui,0
thần quyền của ông trần dần súng bắn không trúng dao chặt không đứt chỉ sợ dao đâm là chết nhăn răng,0
Vài bữa nữa thở cũng phải đóng thuế,0
ATM đến từ Cao Lãnh hân hạnh tài trợ chương trình này,0
Fan cứng nữa,0
Bao giờ nó lấy chụp ảnh vẫn chưa muộn mà Toàn nóii ở tương lai thế,0
Quả này thì vãi lồn quá,0
Cô dễ thương quá,0
Trường Atlantic nhắn tin bạn ơi,0
Chào mừng danh hài về VN nhé,0
Sao giao thông không có nam duyệt hầy Mình xem ở nguyễn thái học,0
oh dâm vãi lồn hèn dì cô phương linh bốc phốt,1
Chuyển anh sang phòng tạm giam cho đỡ ngột ngạt,1
Z đay la ai,0
Cây bút siêu cutee,0
Xã hội À mà thôi,0
Uống miếng nước rồi xem tiếp nhé,0
from đen with love,0
Thời gian đầu đéo ai chả thề non hẹn biển yêu lâu mới lộ ra ngay ý mà,1
Anh mới trả góp XS Max mà ra iPhone rồi,0
Mà để ý lần nào ăn Marinboy cũng kiểu díu díu phê phê nhá,0
sela buff sm cho abee,0
chặt chồng đôi heo đỏ tứ quý Mulan ấm rồi,0
Đến cả hoàng hôn đôi khi còn lỡ hẹn chân trời mà anh Chúng ta vẫn là no,0
Già đầu mà non quá,1
Đung la chi ba co khac,0
Ăn sam khi bụng đói cũng bị bủn rủn tay chân nhé,0
Từ nay anh em không được gọi bà gà nữa nhé kêu ba bro nhé,0
nhà tiên tri đã làm bao nhiêu diễn viên mất việc,0
E nghĩa chao chi ba vang ngoc,0
Ăn ở Cua Vàng Hạ Long đấy không lẽ wifi địa phủ mạnh vậy,0
tao cười tiếng rồi và vẫn chưa có dấu hiệu dừng lại,0
Tạm,0
Sao lại cứ đến nụ cười lên không nghe rõ lời nói ngừng cho giọng nói vào vô lý,0
và mê chim mê vú đặc biệt ít quan tâm chính trị vận mệnh quốc gia,1
Ông bên phải nhìn mặt biết tấu hài từ bé,0
Huyền Khánh Phùng bố ơi con ỉa được nhiều cứt không sói said,0
Tết chưa đến mà đã nghĩ Tết đi,0
Sống chậm lại tôi ơi,0
Khai giảng đầu tiên cấp,0
Chưa thấy cho nghỉ,0
Thầy làm em xúc động qua',0
Thầy sử lí pha này hay quá,0
Co hình ảnh mấy bà này mà nhiều người lấy làm kênh YouTube quá há,0
Phượng Nguyễn đừng có vậy nhé,0
đúng rồi anh,0
Loan Võ được xinh xắn nhé,0
Táo mà không có cô đẩu thì trả có gì xem,0
tẩy chai con đĩ Trần Mu,1
lũ khốn nạn rút sạch sương máu dân,1
Được anh,0
Hay là anh cũng thử để quả tóc này đi,0
Mé cười ỉa,0
Hóng B debut cùng J,0
Trước mình táng em nó cũng bảo đợi em ôn thi mà tháng nữa mấy thi mình thì đợi được mà thằng bé của mình thì lại không cho phép đợi,0
